,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User
252,-0.4588,Wed Jun 13 02:27:25 +0000 2018,0.24,0.66,0.101,53,@CNN
253,0.7184,Wed Jun 13 02:26:08 +0000 2018,0.0,0.75,0.25,54,@CNN
254,0.6486,Wed Jun 13 02:21:06 +0000 2018,0.0,0.773,0.227,55,@CNN
255,0.4871,Wed Jun 13 02:17:26 +0000 2018,0.0,0.884,0.116,56,@CNN
256,0.7184,Wed Jun 13 02:15:04 +0000 2018,0.0,0.7,0.3,57,@CNN
257,0.5859,Wed Jun 13 02:11:07 +0000 2018,0.0,0.725,0.275,58,@CNN
258,0.0,Wed Jun 13 02:06:04 +0000 2018,0.0,1.0,0.0,59,@CNN
259,-0.4019,Wed Jun 13 02:01:07 +0000 2018,0.226,0.658,0.115,60,@CNN
260,0.0,Wed Jun 13 03:31:03 +0000 2018,0.0,1.0,0.0,61,@CNN
261,-0.0258,Wed Jun 13 03:16:04 +0000 2018,0.139,0.728,0.132,62,@CNN
262,0.743,Wed Jun 13 03:01:00 +0000 2018,0.0,0.73,0.27,63,@CNN
263,-0.1027,Wed Jun 13 02:46:07 +0000 2018,0.057,0.943,0.0,64,@CNN
264,-0.0258,Wed Jun 13 02:38:45 +0000 2018,0.197,0.563,0.239,65,@CNN
265,0.3612,Wed Jun 13 02:36:36 +0000 2018,0.061,0.789,0.151,66,@CNN
266,0.0,Wed Jun 13 02:36:07 +0000 2018,0.0,1.0,0.0,67,@CNN
267,-0.4767,Wed Jun 13 02:32:31 +0000 2018,0.134,0.866,0.0,68,@CNN
268,0.0,Wed Jun 13 02:32:18 +0000 2018,0.0,1.0,0.0,69,@CNN
269,0.5859,Wed Jun 13 02:32:01 +0000 2018,0.0,0.858,0.142,70,@CNN
270,-0.2732,Wed Jun 13 02:31:29 +0000 2018,0.104,0.896,0.0,71,@CNN
271,-0.3612,Wed Jun 13 02:31:08 +0000 2018,0.197,0.717,0.085,72,@CNN
272,-0.4588,Wed Jun 13 02:27:25 +0000 2018,0.24,0.66,0.101,73,@CNN
273,0.7184,Wed Jun 13 02:26:08 +0000 2018,0.0,0.75,0.25,74,@CNN
274,0.6486,Wed Jun 13 02:21:06 +0000 2018,0.0,0.773,0.227,75,@CNN
275,0.4871,Wed Jun 13 02:17:26 +0000 2018,0.0,0.884,0.116,76,@CNN
276,0.7184,Wed Jun 13 02:15:04 +0000 2018,0.0,0.7,0.3,77,@CNN
277,0.5859,Wed Jun 13 02:11:07 +0000 2018,0.0,0.725,0.275,78,@CNN
278,0.0,Wed Jun 13 02:06:04 +0000 2018,0.0,1.0,0.0,79,@CNN
279,-0.4019,Wed Jun 13 02:01:07 +0000 2018,0.226,0.658,0.115,80,@CNN
280,0.0,Wed Jun 13 03:31:03 +0000 2018,0.0,1.0,0.0,81,@CNN
281,-0.0258,Wed Jun 13 03:16:04 +0000 2018,0.139,0.728,0.132,82,@CNN
282,0.743,Wed Jun 13 03:01:00 +0000 2018,0.0,0.73,0.27,83,@CNN
283,-0.1027,Wed Jun 13 02:46:07 +0000 2018,0.057,0.943,0.0,84,@CNN
284,-0.0258,Wed Jun 13 02:38:45 +0000 2018,0.197,0.563,0.239,85,@CNN
285,0.3612,Wed Jun 13 02:36:36 +0000 2018,0.061,0.789,0.151,86,@CNN
286,0.0,Wed Jun 13 02:36:07 +0000 2018,0.0,1.0,0.0,87,@CNN
287,-0.4767,Wed Jun 13 02:32:31 +0000 2018,0.134,0.866,0.0,88,@CNN
288,0.0,Wed Jun 13 02:32:18 +0000 2018,0.0,1.0,0.0,89,@CNN
289,0.5859,Wed Jun 13 02:32:01 +0000 2018,0.0,0.858,0.142,90,@CNN
290,-0.2732,Wed Jun 13 02:31:29 +0000 2018,0.104,0.896,0.0,91,@CNN
291,-0.3612,Wed Jun 13 02:31:08 +0000 2018,0.197,0.717,0.085,92,@CNN
292,-0.4588,Wed Jun 13 02:27:25 +0000 2018,0.24,0.66,0.101,93,@CNN
293,0.7184,Wed Jun 13 02:26:08 +0000 2018,0.0,0.75,0.25,94,@CNN
294,0.6486,Wed Jun 13 02:21:06 +0000 2018,0.0,0.773,0.227,95,@CNN
295,0.4871,Wed Jun 13 02:17:26 +0000 2018,0.0,0.884,0.116,96,@CNN
296,0.7184,Wed Jun 13 02:15:04 +0000 2018,0.0,0.7,0.3,97,@CNN
297,0.5859,Wed Jun 13 02:11:07 +0000 2018,0.0,0.725,0.275,98,@CNN
298,0.0,Wed Jun 13 02:06:04 +0000 2018,0.0,1.0,0.0,99,@CNN
299,-0.4019,Wed Jun 13 02:01:07 +0000 2018,0.226,0.658,0.115,100,@CNN
300,0.0,Tue Jun 12 14:10:45 +0000 2018,0.0,1.0,0.0,1,@Fox
301,0.7346,Tue Jun 12 12:23:23 +0000 2018,0.0,0.801,0.199,2,@Fox
302,0.6808,Tue Jun 12 09:41:33 +0000 2018,0.0,0.417,0.583,3,@Fox
303,-0.8585,Mon Jun 11 18:26:16 +0000 2018,0.345,0.655,0.0,4,@Fox
304,0.6369,Mon Jun 11 14:05:15 +0000 2018,0.0,0.755,0.245,5,@Fox
305,0.6369,Mon Jun 11 08:49:11 +0000 2018,0.0,0.658,0.342,6,@Fox
306,-0.296,Mon Jun 11 08:31:47 +0000 2018,0.115,0.885,0.0,7,@Fox
307,0.0,Mon Jun 11 08:06:02 +0000 2018,0.0,1.0,0.0,8,@Fox
308,0.4939,Sat Jun 09 11:32:40 +0000 2018,0.107,0.656,0.238,9,@Fox
309,0.4767,Sat Jun 09 10:36:55 +0000 2018,0.0,0.773,0.227,10,@Fox
310,-0.0258,Sat Jun 09 10:09:44 +0000 2018,0.143,0.757,0.1,11,@Fox
311,0.4404,Fri Jun 08 19:36:53 +0000 2018,0.162,0.513,0.325,12,@Fox
312,-0.188,Fri Jun 08 19:35:39 +0000 2018,0.137,0.758,0.105,13,@Fox
313,-0.4939,Fri Jun 08 19:29:48 +0000 2018,0.154,0.846,0.0,14,@Fox
314,0.2732,Fri Jun 08 18:28:26 +0000 2018,0.07,0.804,0.126,15,@Fox
315,0.0,Fri Jun 08 18:23:36 +0000 2018,0.0,1.0,0.0,16,@Fox
316,0.0,Fri Jun 08 16:54:52 +0000 2018,0.0,1.0,0.0,17,@Fox
317,-0.3818,Fri Jun 08 13:11:00 +0000 2018,0.289,0.476,0.235,18,@Fox
318,0.128,Fri Jun 08 13:00:15 +0000 2018,0.096,0.756,0.148,19,@Fox
319,0.4196,Fri Jun 08 12:43:15 +0000 2018,0.103,0.642,0.255,20,@Fox
320,0.0,Tue Jun 12 14:10:45 +0000 2018,0.0,1.0,0.0,21,@Fox
321,0.7346,Tue Jun 12 12:23:23 +0000 2018,0.0,0.801,0.199,22,@Fox
322,0.6808,Tue Jun 12 09:41:33 +0000 2018,0.0,0.417,0.583,23,@Fox
323,-0.8585,Mon Jun 11 18:26:16 +0000 2018,0.345,0.655,0.0,24,@Fox
324,0.6369,Mon Jun 11 14:05:15 +0000 2018,0.0,0.755,0.245,25,@Fox
325,0.6369,Mon Jun 11 08:49:11 +0000 2018,0.0,0.658,0.342,26,@Fox
326,-0.296,Mon Jun 11 08:31:47 +0000 2018,0.115,0.885,0.0,27,@Fox
327,0.0,Mon Jun 11 08:06:02 +0000 2018,0.0,1.0,0.0,28,@Fox
328,0.4939,Sat Jun 09 11:32:40 +0000 2018,0.107,0.656,0.238,29,@Fox
329,0.4767,Sat Jun 09 10:36:55 +0000 2018,0.0,0.773,0.227,30,@Fox
330,-0.0258,Sat Jun 09 10:09:44 +0000 2018,0.143,0.757,0.1,31,@Fox
331,0.4404,Fri Jun 08 19:36:53 +0000 2018,0.162,0.513,0.325,32,@Fox
332,-0.188,Fri Jun 08 19:35:39 +0000 2018,0.137,0.758,0.105,33,@Fox
333,-0.4939,Fri Jun 08 19:29:48 +0000 2018,0.154,0.846,0.0,34,@Fox
334,0.2732,Fri Jun 08 18:28:26 +0000 2018,0.07,0.804,0.126,35,@Fox
335,0.0,Fri Jun 08 18:23:36 +0000 2018,0.0,1.0,0.0,36,@Fox
336,0.0,Fri Jun 08 16:54:52 +0000 2018,0.0,1.0,0.0,37,@Fox
337,-0.3818,Fri Jun 08 13:11:00 +0000 2018,0.289,0.476,0.235,38,@Fox
338,0.128,Fri Jun 08 13:00:15 +0000 2018,0.096,0.756,0.148,39,@Fox
339,0.4196,Fri Jun 08 12:43:15 +0000 2018,0.103,0.642,0.255,40,@Fox
340,0.0,Tue Jun 12 14:10:45 +0000 2018,0.0,1.0,0.0,41,@Fox
341,0.7346,Tue Jun 12 12:23:23 +0000 2018,0.0,0.801,0.199,42,@Fox
342,0.6808,Tue Jun 12 09:41:33 +0000 2018,0.0,0.417,0.583,43,@Fox
343,-0.8585,Mon Jun 11 18:26:16 +0000 2018,0.345,0.655,0.0,44,@Fox
344,0.6369,Mon Jun 11 14:05:15 +0000 2018,0.0,0.755,0.245,45,@Fox
345,0.6369,Mon Jun 11 08:49:11 +0000 2018,0.0,0.658,0.342,46,@Fox
346,-0.296,Mon Jun 11 08:31:47 +0000 2018,0.115,0.885,0.0,47,@Fox
347,0.0,Mon Jun 11 08:06:02 +0000 2018,0.0,1.0,0.0,48,@Fox
348,0.4939,Sat Jun 09 11:32:40 +0000 2018,0.107,0.656,0.238,49,@Fox
349,0.4767,Sat Jun 09 10:36:55 +0000 2018,0.0,0.773,0.227,50,@Fox
350,-0.0258,Sat Jun 09 10:09:44 +0000 2018,0.143,0.757,0.1,51,@Fox
351,0.4404,Fri Jun 08 19:36:53 +0000 2018,0.162,0.513,0.325,52,@Fox
352,-0.188,Fri Jun 08 19:35:39 +0000 2018,0.137,0.758,0.105,53,@Fox
353,-0.4939,Fri Jun 08 19:29:48 +0000 2018,0.154,0.846,0.0,54,@Fox
354,0.2732,Fri Jun 08 18:28:26 +0000 2018,0.07,0.804,0.126,55,@Fox
355,0.0,Fri Jun 08 18:23:36 +0000 2018,0.0,1.0,0.0,56,@Fox
356,0.0,Fri Jun 08 16:54:52 +0000 2018,0.0,1.0,0.0,57,@Fox
357,-0.3818,Fri Jun 08 13:11:00 +0000 2018,0.289,0.476,0.235,58,@Fox
358,0.128,Fri Jun 08 13:00:15 +0000 2018,0.096,0.756,0.148,59,@Fox
359,0.4196,Fri Jun 08 12:43:15 +0000 2018,0.103,0.642,0.255,60,@Fox
360,0.0,Tue Jun 12 14:10:45 +0000 2018,0.0,1.0,0.0,61,@Fox
361,0.7346,Tue Jun 12 12:23:23 +0000 2018,0.0,0.801,0.199,62,@Fox
362,0.6808,Tue Jun 12 09:41:33 +0000 2018,0.0,0.417,0.583,63,@Fox
363,-0.8585,Mon Jun 11 18:26:16 +0000 2018,0.345,0.655,0.0,64,@Fox
364,0.6369,Mon Jun 11 14:05:15 +0000 2018,0.0,0.755,0.245,65,@Fox
365,0.6369,Mon Jun 11 08:49:11 +0000 2018,0.0,0.658,0.342,66,@Fox
366,-0.296,Mon Jun 11 08:31:47 +0000 2018,0.115,0.885,0.0,67,@Fox
367,0.0,Mon Jun 11 08:06:02 +0000 2018,0.0,1.0,0.0,68,@Fox
368,0.4939,Sat Jun 09 11:32:40 +0000 2018,0.107,0.656,0.238,69,@Fox
369,0.4767,Sat Jun 09 10:36:55 +0000 2018,0.0,0.773,0.227,70,@Fox
370,-0.0258,Sat Jun 09 10:09:44 +0000 2018,0.143,0.757,0.1,71,@Fox
371,0.4404,Fri Jun 08 19:36:53 +0000 2018,0.162,0.513,0.325,72,@Fox
372,-0.188,Fri Jun 08 19:35:39 +0000 2018,0.137,0.758,0.105,73,@Fox
373,-0.4939,Fri Jun 08 19:29:48 +0000 2018,0.154,0.846,0.0,74,@Fox
374,0.2732,Fri Jun 08 18:28:26 +0000 2018,0.07,0.804,0.126,75,@Fox
375,0.0,Fri Jun 08 18:23:36 +0000 2018,0.0,1.0,0.0,76,@Fox
376,0.0,Fri Jun 08 16:54:52 +0000 2018,0.0,1.0,0.0,77,@Fox
377,-0.3818,Fri Jun 08 13:11:00 +0000 2018,0.289,0.476,0.235,78,@Fox
378,0.128,Fri Jun 08 13:00:15 +0000 2018,0.096,0.756,0.148,79,@Fox
379,0.4196,Fri Jun 08 12:43:15 +0000 2018,0.103,0.642,0.255,80,@Fox
380,0.0,Tue Jun 12 14:10:45 +0000 2018,0.0,1.0,0.0,81,@Fox
381,0.7346,Tue Jun 12 12:23:23 +0000 2018,0.0,0.801,0.199,82,@Fox
382,0.6808,Tue Jun 12 09:41:33 +0000 2018,0.0,0.417,0.583,83,@Fox
383,-0.8585,Mon Jun 11 18:26:16 +0000 2018,0.345,0.655,0.0,84,@Fox
384,0.6369,Mon Jun 11 14:05:15 +0000 2018,0.0,0.755,0.245,85,@Fox
385,0.6369,Mon Jun 11 08:49:11 +0000 2018,0.0,0.658,0.342,86,@Fox
386,-0.296,Mon Jun 11 08:31:47 +0000 2018,0.115,0.885,0.0,87,@Fox
387,0.0,Mon Jun 11 08:06:02 +0000 2018,0.0,1.0,0.0,88,@Fox
388,0.4939,Sat Jun 09 11:32:40 +0000 2018,0.107,0.656,0.238,89,@Fox
389,0.4767,Sat Jun 09 10:36:55 +0000 2018,0.0,0.773,0.227,90,@Fox
390,-0.0258,Sat Jun 09 10:09:44 +0000 2018,0.143,0.757,0.1,91,@Fox
391,0.4404,Fri Jun 08 19:36:53 +0000 2018,0.162,0.513,0.325,92,@Fox
392,-0.188,Fri Jun 08 19:35:39 +0000 2018,0.137,0.758,0.105,93,@Fox
393,-0.4939,Fri Jun 08 19:29:48 +0000 2018,0.154,0.846,0.0,94,@Fox
394,0.2732,Fri Jun 08 18:28:26 +0000 2018,0.07,0.804,0.126,95,@Fox
395,0.0,Fri Jun 08 18:23:36 +0000 2018,0.0,1.0,0.0,96,@Fox
396,0.0,Fri Jun 08 16:54:52 +0000 2018,0.0,1.0,0.0,97,@Fox
397,-0.3818,Fri Jun 08 13:11:00 +0000 2018,0.289,0.476,0.235,98,@Fox
398,0.128,Fri Jun 08 13:00:15 +0000 2018,0.096,0.756,0.148,99,@Fox
399,0.4196,Fri Jun 08 12:43:15 +0000 2018,0.103,0.642,0.255,100,@Fox
400,-0.5574,Wed Jun 13 03:36:04 +0000 2018,0.141,0.859,0.0,1,@nytimes
401,0.4019,Wed Jun 13 03:22:01 +0000 2018,0.0,0.803,0.197,2,@nytimes
402,0.0,Wed Jun 13 03:11:03 +0000 2018,0.0,1.0,0.0,3,@nytimes
403,0.0,Wed Jun 13 03:02:03 +0000 2018,0.0,1.0,0.0,4,@nytimes
404,0.0,Wed Jun 13 02:51:02 +0000 2018,0.0,1.0,0.0,5,@nytimes
405,-0.128,Wed Jun 13 02:43:30 +0000 2018,0.081,0.919,0.0,6,@nytimes
406,0.0,Wed Jun 13 02:32:04 +0000 2018,0.0,1.0,0.0,7,@nytimes
407,0.4019,Wed Jun 13 02:21:04 +0000 2018,0.0,0.903,0.097,8,@nytimes
408,0.0,Wed Jun 13 02:12:03 +0000 2018,0.0,1.0,0.0,9,@nytimes
409,0.7003,Wed Jun 13 02:02:05 +0000 2018,0.0,0.734,0.266,10,@nytimes
410,0.0,Wed Jun 13 01:47:04 +0000 2018,0.0,1.0,0.0,11,@nytimes
411,0.0,Wed Jun 13 01:32:03 +0000 2018,0.0,1.0,0.0,12,@nytimes
412,0.0,Wed Jun 13 01:22:00 +0000 2018,0.0,1.0,0.0,13,@nytimes
413,0.0,Wed Jun 13 01:14:05 +0000 2018,0.0,1.0,0.0,14,@nytimes
414,0.0,Wed Jun 13 01:02:06 +0000 2018,0.0,1.0,0.0,15,@nytimes
415,0.0516,Wed Jun 13 00:47:05 +0000 2018,0.102,0.787,0.11,16,@nytimes
416,-0.4939,Wed Jun 13 00:42:46 +0000 2018,0.132,0.868,0.0,17,@nytimes
417,0.6369,Wed Jun 13 00:32:02 +0000 2018,0.0,0.729,0.271,18,@nytimes
418,-0.5106,Wed Jun 13 00:02:04 +0000 2018,0.18,0.82,0.0,19,@nytimes
419,0.0,Tue Jun 12 23:47:01 +0000 2018,0.0,1.0,0.0,20,@nytimes
420,-0.5574,Wed Jun 13 03:36:04 +0000 2018,0.141,0.859,0.0,21,@nytimes
421,0.4019,Wed Jun 13 03:22:01 +0000 2018,0.0,0.803,0.197,22,@nytimes
422,0.0,Wed Jun 13 03:11:03 +0000 2018,0.0,1.0,0.0,23,@nytimes
423,0.0,Wed Jun 13 03:02:03 +0000 2018,0.0,1.0,0.0,24,@nytimes
424,0.0,Wed Jun 13 02:51:02 +0000 2018,0.0,1.0,0.0,25,@nytimes
425,-0.128,Wed Jun 13 02:43:30 +0000 2018,0.081,0.919,0.0,26,@nytimes
426,0.0,Wed Jun 13 02:32:04 +0000 2018,0.0,1.0,0.0,27,@nytimes
427,0.4019,Wed Jun 13 02:21:04 +0000 2018,0.0,0.903,0.097,28,@nytimes
428,0.0,Wed Jun 13 02:12:03 +0000 2018,0.0,1.0,0.0,29,@nytimes
429,0.7003,Wed Jun 13 02:02:05 +0000 2018,0.0,0.734,0.266,30,@nytimes
430,0.0,Wed Jun 13 01:47:04 +0000 2018,0.0,1.0,0.0,31,@nytimes
431,0.0,Wed Jun 13 01:32:03 +0000 2018,0.0,1.0,0.0,32,@nytimes
432,0.0,Wed Jun 13 01:22:00 +0000 2018,0.0,1.0,0.0,33,@nytimes
433,0.0,Wed Jun 13 01:14:05 +0000 2018,0.0,1.0,0.0,34,@nytimes
434,0.0,Wed Jun 13 01:02:06 +0000 2018,0.0,1.0,0.0,35,@nytimes
435,0.0516,Wed Jun 13 00:47:05 +0000 2018,0.102,0.787,0.11,36,@nytimes
436,-0.4939,Wed Jun 13 00:42:46 +0000 2018,0.132,0.868,0.0,37,@nytimes
437,0.6369,Wed Jun 13 00:32:02 +0000 2018,0.0,0.729,0.271,38,@nytimes
438,-0.5106,Wed Jun 13 00:02:04 +0000 2018,0.18,0.82,0.0,39,@nytimes
439,0.0,Tue Jun 12 23:47:01 +0000 2018,0.0,1.0,0.0,40,@nytimes
440,-0.5574,Wed Jun 13 03:36:04 +0000 2018,0.141,0.859,0.0,41,@nytimes
441,0.4019,Wed Jun 13 03:22:01 +0000 2018,0.0,0.803,0.197,42,@nytimes
442,0.0,Wed Jun 13 03:11:03 +0000 2018,0.0,1.0,0.0,43,@nytimes
443,0.0,Wed Jun 13 03:02:03 +0000 2018,0.0,1.0,0.0,44,@nytimes
444,0.0,Wed Jun 13 02:51:02 +0000 2018,0.0,1.0,0.0,45,@nytimes
445,-0.128,Wed Jun 13 02:43:30 +0000 2018,0.081,0.919,0.0,46,@nytimes
446,0.0,Wed Jun 13 02:32:04 +0000 2018,0.0,1.0,0.0,47,@nytimes
447,0.4019,Wed Jun 13 02:21:04 +0000 2018,0.0,0.903,0.097,48,@nytimes
448,0.0,Wed Jun 13 02:12:03 +0000 2018,0.0,1.0,0.0,49,@nytimes
449,0.7003,Wed Jun 13 02:02:05 +0000 2018,0.0,0.734,0.266,50,@nytimes
450,0.0,Wed Jun 13 01:47:04 +0000 2018,0.0,1.0,0.0,51,@nytimes
451,0.0,Wed Jun 13 01:32:03 +0000 2018,0.0,1.0,0.0,52,@nytimes
452,0.0,Wed Jun 13 01:22:00 +0000 2018,0.0,1.0,0.0,53,@nytimes
453,0.0,Wed Jun 13 01:14:05 +0000 2018,0.0,1.0,0.0,54,@nytimes
454,0.0,Wed Jun 13 01:02:06 +0000 2018,0.0,1.0,0.0,55,@nytimes
455,0.0516,Wed Jun 13 00:47:05 +0000 2018,0.102,0.787,0.11,56,@nytimes
456,-0.4939,Wed Jun 13 00:42:46 +0000 2018,0.132,0.868,0.0,57,@nytimes
457,0.6369,Wed Jun 13 00:32:02 +0000 2018,0.0,0.729,0.271,58,@nytimes
458,-0.5106,Wed Jun 13 00:02:04 +0000 2018,0.18,0.82,0.0,59,@nytimes
459,0.0,Tue Jun 12 23:47:01 +0000 2018,0.0,1.0,0.0,60,@nytimes
460,-0.5574,Wed Jun 13 03:36:04 +0000 2018,0.141,0.859,0.0,61,@nytimes
461,0.4019,Wed Jun 13 03:22:01 +0000 2018,0.0,0.803,0.197,62,@nytimes
462,0.0,Wed Jun 13 03:11:03 +0000 2018,0.0,1.0,0.0,63,@nytimes
463,0.0,Wed Jun 13 03:02:03 +0000 2018,0.0,1.0,0.0,64,@nytimes
464,0.0,Wed Jun 13 02:51:02 +0000 2018,0.0,1.0,0.0,65,@nytimes
465,-0.128,Wed Jun 13 02:43:30 +0000 2018,0.081,0.919,0.0,66,@nytimes
466,0.0,Wed Jun 13 02:32:04 +0000 2018,0.0,1.0,0.0,67,@nytimes
467,0.4019,Wed Jun 13 02:21:04 +0000 2018,0.0,0.903,0.097,68,@nytimes
468,0.0,Wed Jun 13 02:12:03 +0000 2018,0.0,1.0,0.0,69,@nytimes
469,0.7003,Wed Jun 13 02:02:05 +0000 2018,0.0,0.734,0.266,70,@nytimes
470,0.0,Wed Jun 13 01:47:04 +0000 2018,0.0,1.0,0.0,71,@nytimes
471,0.0,Wed Jun 13 01:32:03 +0000 2018,0.0,1.0,0.0,72,@nytimes
472,0.0,Wed Jun 13 01:22:00 +0000 2018,0.0,1.0,0.0,73,@nytimes
473,0.0,Wed Jun 13 01:14:05 +0000 2018,0.0,1.0,0.0,74,@nytimes
474,0.0,Wed Jun 13 01:02:06 +0000 2018,0.0,1.0,0.0,75,@nytimes
475,0.0516,Wed Jun 13 00:47:05 +0000 2018,0.102,0.787,0.11,76,@nytimes
476,-0.4939,Wed Jun 13 00:42:46 +0000 2018,0.132,0.868,0.0,77,@nytimes
477,0.6369,Wed Jun 13 00:32:02 +0000 2018,0.0,0.729,0.271,78,@nytimes
478,-0.5106,Wed Jun 13 00:02:04 +0000 2018,0.18,0.82,0.0,79,@nytimes
479,0.0,Tue Jun 12 23:47:01 +0000 2018,0.0,1.0,0.0,80,@nytimes
480,-0.5574,Wed Jun 13 03:36:04 +0000 2018,0.141,0.859,0.0,81,@nytimes
481,0.4019,Wed Jun 13 03:22:01 +0000 2018,0.0,0.803,0.197,82,@nytimes
482,0.0,Wed Jun 13 03:11:03 +0000 2018,0.0,1.0,0.0,83,@nytimes
483,0.0,Wed Jun 13 03:02:03 +0000 2018,0.0,1.0,0.0,84,@nytimes
484,0.0,Wed Jun 13 02:51:02 +0000 2018,0.0,1.0,0.0,85,@nytimes
485,-0.128,Wed Jun 13 02:43:30 +0000 2018,0.081,0.919,0.0,86,@nytimes
486,0.0,Wed Jun 13 02:32:04 +0000 2018,0.0,1.0,0.0,87,@nytimes
487,0.4019,Wed Jun 13 02:21:04 +0000 2018,0.0,0.903,0.097,88,@nytimes
488,0.0,Wed Jun 13 02:12:03 +0000 2018,0.0,1.0,0.0,89,@nytimes
489,0.7003,Wed Jun 13 02:02:05 +0000 2018,0.0,0.734,0.266,90,@nytimes
490,0.0,Wed Jun 13 01:47:04 +0000 2018,0.0,1.0,0.0,91,@nytimes
491,0.0,Wed Jun 13 01:32:03 +0000 2018,0.0,1.0,0.0,92,@nytimes
492,0.0,Wed Jun 13 01:22:00 +0000 2018,0.0,1.0,0.0,93,@nytimes
493,0.0,Wed Jun 13 01:14:05 +0000 2018,0.0,1.0,0.0,94,@nytimes
494,0.0,Wed Jun 13 01:02:06 +0000 2018,0.0,1.0,0.0,95,@nytimes
495,0.0516,Wed Jun 13 00:47:05 +0000 2018,0.102,0.787,0.11,96,@nytimes
496,-0.4939,Wed Jun 13 00:42:46 +0000 2018,0.132,0.868,0.0,97,@nytimes
497,0.6369,Wed Jun 13 00:32:02 +0000 2018,0.0,0.729,0.271,98,@nytimes
498,-0.5106,Wed Jun 13 00:02:04 +0000 2018,0.18,0.82,0.0,99,@nytimes
499,0.0,Tue Jun 12 23:47:01 +0000 2018,0.0,1.0,0.0,100,@nytimes
